round,strategy,dataset,cost,f1,ece
32,CAL-Log,yahoo_answers_topics,62.4311240064383,0.5855897912936869,0.3118683993816376
33,CAL-Log,yahoo_answers_topics,65.3947137581893,0.5988726049575106,0.3375879228115082
34,CAL-Log,yahoo_answers_topics,68.61990219441631,0.6049011963385313,0.2876567840576172
35,CAL-Log,yahoo_answers_topics,72.01379414265179,0.5751798262731678,0.17366337776184082
36,CAL-Log,yahoo_answers_topics,75.01462699905831,0.5972008326437304,0.3524881899356842
37,CAL-Log,yahoo_answers_topics,78.54769469439172,0.6131217345203664,0.1957501471042633
38,CAL-Log,yahoo_answers_topics,82.00818654660391,0.6159698430270049,0.29548218846321106
39,CAL-Log,yahoo_answers_topics,85.70613181308485,0.6175027342883077,0.24961495399475098
0,Random,SetFit/20_newsgroups,7.537807683021723,0.0,0.0
1,Random,SetFit/20_newsgroups,17.064450093522797,0.015762273901808788,0.006140325218439102
2,Random,SetFit/20_newsgroups,27.695667639154784,0.005063291139240507,0.008528072386980057
3,Random,SetFit/20_newsgroups,56.53524122747288,0.004153354632587859,0.01821821928024292
4,Random,SetFit/20_newsgroups,77.8895794619313,0.005379746835443038,0.0008468516170978546
5,Random,SetFit/20_newsgroups,107.26887157734187,0.005660377358490566,0.00144924595952034
6,Random,SetFit/20_newsgroups,130.15266745096807,0.030885368501467576,0.03269875794649124
7,Random,SetFit/20_newsgroups,143.76837260149628,0.027760318739367896,0.039409294724464417
8,Random,SetFit/20_newsgroups,163.59571242791276,0.09528290423027265,0.05673461779952049
9,Random,SetFit/20_newsgroups,180.31681168206495,0.040905335628227193,0.0644843578338623
10,Random,SetFit/20_newsgroups,210.74516190628265,0.04286950491446924,0.011951277032494545
11,Random,SetFit/20_newsgroups,238.80473912816302,0.08985999507972385,0.09296225011348724
12,Random,SetFit/20_newsgroups,317.4890019638401,0.3150838627578431,0.29427117109298706
13,Random,SetFit/20_newsgroups,348.35172359901605,0.23370323854548203,0.20454925298690796
14,Random,SetFit/20_newsgroups,377.63153524535954,0.2125606288131472,0.21686401963233948
15,Random,SetFit/20_newsgroups,401.8198719180899,0.2801004928048002,0.24973206222057343
16,Random,SetFit/20_newsgroups,436.66431379351843,0.345791546211919,0.2765798568725586
17,Random,SetFit/20_newsgroups,478.96210982692435,0.3619630280356891,0.2994511127471924
18,Random,SetFit/20_newsgroups,529.915891781064,0.3817945357692831,0.2798120975494385
19,Random,SetFit/20_newsgroups,569.2937444153883,0.3359453474663202,0.24022872745990753
20,Random,SetFit/20_newsgroups,598.7084291672269,0.38273380482098984,0.2720274329185486
21,Random,SetFit/20_newsgroups,631.7000869317129,0.4660011429648526,0.3194162845611572
22,Random,SetFit/20_newsgroups,708.1101508202057,0.39356444304043203,0.27888867259025574
23,Random,SetFit/20_newsgroups,766.0248543294981,0.4248072338487209,0.26134276390075684
24,Random,SetFit/20_newsgroups,840.197365661723,0.44690853886168425,0.2798439860343933
25,Random,SetFit/20_newsgroups,881.6661098651273,0.42935306202703305,0.265583336353302
26,Random,SetFit/20_newsgroups,930.6256500659092,0.4406993567420474,0.23876170814037323
27,Random,SetFit/20_newsgroups,1016.0972128853862,0.4676628386055649,0.3117617666721344
28,Random,SetFit/20_newsgroups,1069.2085764304397,0.46470700856088687,0.23102888464927673
29,Random,SetFit/20_newsgroups,1134.8161326335714,0.5138713448553673,0.2864637076854706
30,Random,SetFit/20_newsgroups,1175.5405106031517,0.5241413968392121,0.3179720640182495
31,Random,SetFit/20_newsgroups,1234.4333209690994,0.47764986758509254,0.2756500244140625
32,Random,SetFit/20_newsgroups,1317.2378676576159,0.5334095115479852,0.2771986722946167
33,Random,SetFit/20_newsgroups,1387.3559303644386,0.4752011483663563,0.2247491180896759
34,Random,SetFit/20_newsgroups,1424.7708261424389,0.5499478964420869,0.2757972776889801
35,Random,SetFit/20_newsgroups,1501.006995455131,0.49933053147410356,0.21842367947101593
36,Random,SetFit/20_newsgroups,1643.7442438059413,0.5122851304030971,0.2141183316707611
37,Random,SetFit/20_newsgroups,1723.5490793394058,0.5212419914771746,0.0921199768781662
38,Random,SetFit/20_newsgroups,1796.6091196439736,0.5539056734662937,0.19172494113445282
39,Random,SetFit/20_newsgroups,1839.9407128611113,0.5188951632062946,0.2107064425945282
0,Entropy,SetFit/20_newsgroups,11.921470502586876,0.0,0.0
1,Entropy,SetFit/20_newsgroups,64.27409677670053,0.0047619047619047615,0.013939682394266129
2,Entropy,SetFit/20_newsgroups,96.30179154461344,0.01733295795795796,0.014005636796355247
3,Entropy,SetFit/20_newsgroups,123.15937372207215,0.007326492331457575,0.01686110720038414
4,Entropy,SetFit/20_newsgroups,143.52393878112161,0.011596638655462186,0.006254609674215317
5,Entropy,SetFit/20_newsgroups,158.61517784305343,0.029822798684691267,0.010905243456363678
6,Entropy,SetFit/20_newsgroups,175.5611909939975,0.011397306397306397,0.015689074993133545
7,Entropy,SetFit/20_newsgroups,217.29463376183134,0.0047619047619047615,0.007330283522605896
8,Entropy,SetFit/20_newsgroups,222.4019687866291,0.04922873422873423,0.041099391877651215
9,Entropy,SetFit/20_newsgroups,269.1799373257315,0.013765343535788298,0.01792002096772194
10,Entropy,SetFit/20_newsgroups,296.1468475764482,0.046616645327458996,0.0330028310418129
11,Entropy,SetFit/20_newsgroups,304.3020148976406,0.04250282228282723,0.035596515983343124
12,Entropy,SetFit/20_newsgroups,314.4654288939028,0.022570819372525135,0.00904485210776329
13,Entropy,SetFit/20_newsgroups,320.64206332460844,0.14815510657650402,0.1125529333949089
14,Entropy,SetFit/20_newsgroups,327.6629690292433,0.2140106973846489,0.21577443182468414
15,Entropy,SetFit/20_newsgroups,342.59476557960005,0.14829330112289438,0.1504361778497696
16,Entropy,SetFit/20_newsgroups,371.07058566684464,0.20665347677486298,0.18802422285079956
17,Entropy,SetFit/20_newsgroups,406.0463692122577,0.405495409543446,0.33745598793029785
18,Entropy,SetFit/20_newsgroups,426.3627563472827,0.230603962848686,0.17523333430290222
19,Entropy,SetFit/20_newsgroups,472.8454071980741,0.24557188659405632,0.22389304637908936
20,Entropy,SetFit/20_newsgroups,505.9996568335408,0.22942377437101918,0.19708020985126495
21,Entropy,SetFit/20_newsgroups,526.2673379407834,0.34823744575825005,0.24935993552207947
22,Entropy,SetFit/20_newsgroups,571.4485638427565,0.36803992294660215,0.2912178635597229
23,Entropy,SetFit/20_newsgroups,603.4239309449308,0.3646948273719902,0.2259514033794403
24,Entropy,SetFit/20_newsgroups,678.0729616952326,0.33097419028870867,0.2805347740650177
25,Entropy,SetFit/20_newsgroups,719.8998037456906,0.38267938740557705,0.30519747734069824
26,Entropy,SetFit/20_newsgroups,746.3239488581576,0.3572180877339574,0.27121374011039734
27,Entropy,SetFit/20_newsgroups,798.4889998548114,0.36512607120596013,0.22765086591243744
28,Entropy,SetFit/20_newsgroups,820.7924011584158,0.4797888544627675,0.3184710144996643
29,Entropy,SetFit/20_newsgroups,957.8639313272629,0.3804992995599087,0.2507573962211609
30,Entropy,SetFit/20_newsgroups,1010.343124819458,0.42850776798629353,0.25785133242607117
31,Entropy,SetFit/20_newsgroups,1171.0194268378818,0.42362909171784435,0.26823171973228455
32,Entropy,SetFit/20_newsgroups,1301.873746360648,0.42945184834503725,0.31567925214767456
33,Entropy,SetFit/20_newsgroups,1337.633506507346,0.4459792193770432,0.30329808592796326
34,Entropy,SetFit/20_newsgroups,1398.302606697467,0.48822925279749746,0.2959314286708832
35,Entropy,SetFit/20_newsgroups,1467.7390057011867,0.4298360022045816,0.26112663745880127
36,Entropy,SetFit/20_newsgroups,1513.583182909914,0.5207528867111246,0.315937340259552
37,Entropy,SetFit/20_newsgroups,1569.1944166426624,0.43624800969744504,0.2673952281475067
38,Entropy,SetFit/20_newsgroups,1653.693787106654,0.5010007914468273,0.2589094042778015
39,Entropy,SetFit/20_newsgroups,1734.5917515543695,0.5395030236148656,0.3326084017753601
0,LeastConfidence,SetFit/20_newsgroups,12.223710049969725,0.0,0.0
1,LeastConfidence,SetFit/20_newsgroups,38.292476287731716,0.0038834951456310682,0.021738313138484955
2,LeastConfidence,SetFit/20_newsgroups,45.48835231101905,0.009576875453652706,0.016043372452259064
3,LeastConfidence,SetFit/20_newsgroups,62.20841078018259,0.005956112852664578,0.0044551268219947815
4,LeastConfidence,SetFit/20_newsgroups,91.6306805478819,0.005806451612903225,0.003811020404100418
5,LeastConfidence,SetFit/20_newsgroups,196.05265789450215,0.00457516339869281,0.009402129799127579
6,LeastConfidence,SetFit/20_newsgroups,208.5534667059029,0.014300285597715217,0.011066418141126633
7,LeastConfidence,SetFit/20_newsgroups,245.23950726073232,0.0038461538461538464,0.017706166952848434
8,LeastConfidence,SetFit/20_newsgroups,260.058684806942,0.01403806047966632,0.0038521066308021545
9,LeastConfidence,SetFit/20_newsgroups,317.314995320216,0.08959505124244828,0.08986204862594604
10,LeastConfidence,SetFit/20_newsgroups,442.75478576158423,0.021006054216386315,0.0009262822568416595
11,LeastConfidence,SetFit/20_newsgroups,447.8642240487712,0.1741814117940188,0.18160495162010193
12,LeastConfidence,SetFit/20_newsgroups,479.1524360194687,0.11296242745518308,0.11005716025829315
13,LeastConfidence,SetFit/20_newsgroups,543.251059086092,0.23509193855027033,0.22928157448768616
14,LeastConfidence,SetFit/20_newsgroups,585.9835535882476,0.18356319262962723,0.18747583031654358
15,LeastConfidence,SetFit/20_newsgroups,643.3396291642491,0.2622894543974641,0.25010165572166443
16,LeastConfidence,SetFit/20_newsgroups,652.2963226457746,0.22712020936733684,0.2024749219417572
17,LeastConfidence,SetFit/20_newsgroups,663.980524693765,0.336866002200909,0.33348649740219116
18,LeastConfidence,SetFit/20_newsgroups,692.6023954226914,0.32209322227423004,0.28408023715019226
19,LeastConfidence,SetFit/20_newsgroups,717.5793722004953,0.3446716864349804,0.2981642484664917
20,LeastConfidence,SetFit/20_newsgroups,754.542886689128,0.35166862682578304,0.27986031770706177
21,LeastConfidence,SetFit/20_newsgroups,773.5175421403761,0.26925128332818227,0.2538047432899475
22,LeastConfidence,SetFit/20_newsgroups,793.1960952755392,0.37086641475711146,0.32534122467041016
23,LeastConfidence,SetFit/20_newsgroups,928.9511181890801,0.32311031481069474,0.2657948136329651
24,LeastConfidence,SetFit/20_newsgroups,1001.0195538374941,0.34304736333643643,0.24858175218105316
25,LeastConfidence,SetFit/20_newsgroups,1078.0767044675158,0.44201448466415183,0.3537841737270355
26,LeastConfidence,SetFit/20_newsgroups,1116.4830656297286,0.430395430214919,0.3020533323287964
27,LeastConfidence,SetFit/20_newsgroups,1153.8816439219697,0.373987268728668,0.28933805227279663
28,LeastConfidence,SetFit/20_newsgroups,1202.7781549720173,0.38965254215208595,0.32861560583114624
29,LeastConfidence,SetFit/20_newsgroups,1257.608088301847,0.42621254592696606,0.3283681273460388
30,LeastConfidence,SetFit/20_newsgroups,1319.7084693596462,0.454028675914577,0.3063419461250305
31,LeastConfidence,SetFit/20_newsgroups,1353.9499152003216,0.5045753876828203,0.3628306984901428
32,LeastConfidence,SetFit/20_newsgroups,1430.6890463238428,0.4535964657761176,0.35146698355674744
33,LeastConfidence,SetFit/20_newsgroups,1504.3592462043648,0.4384867910598323,0.3159870505332947
34,LeastConfidence,SetFit/20_newsgroups,1603.484785088275,0.44890874030056704,0.2708636522293091
35,LeastConfidence,SetFit/20_newsgroups,1667.5951035370301,0.506095734280495,0.3308510482311249
36,LeastConfidence,SetFit/20_newsgroups,1742.4083551965123,0.540203542255364,0.31614500284194946
37,LeastConfidence,SetFit/20_newsgroups,1785.8168058855074,0.5102743187184011,0.2889077961444855
38,LeastConfidence,SetFit/20_newsgroups,1889.3260568854766,0.505854814301449,0.2862546145915985
39,LeastConfidence,SetFit/20_newsgroups,1946.740719231997,0.47883235572767263,0.2761235535144806
0,Margin,SetFit/20_newsgroups,20.44960734175069,0.0,0.0
1,Margin,SetFit/20_newsgroups,35.37441009588215,0.007485525227460712,0.006286017596721649
2,Margin,SetFit/20_newsgroups,51.93093124474629,0.01376303780964798,0.00838281586766243
3,Margin,SetFit/20_newsgroups,57.547274734591504,0.003536977491961415,0.01827404275536537
4,Margin,SetFit/20_newsgroups,78.58263536839257,0.008017785427423981,0.003595784306526184
5,Margin,SetFit/20_newsgroups,156.78005901043116,0.005956112852664578,0.004902780055999756
6,Margin,SetFit/20_newsgroups,210.14392947412122,0.07426929018876878,0.07869153469800949
7,Margin,SetFit/20_newsgroups,261.60735495588045,0.017054766734279917,0.011154774576425552
8,Margin,SetFit/20_newsgroups,287.1987299298206,0.052622431915910185,0.047085054218769073
9,Margin,SetFit/20_newsgroups,315.11551701819565,0.040886752136752136,0.0624406561255455
10,Margin,SetFit/20_newsgroups,339.22044336175765,0.1264328148748517,0.12616665661334991
11,Margin,SetFit/20_newsgroups,378.07903120428256,0.0863974250053958,0.08828899264335632
12,Margin,SetFit/20_newsgroups,400.214265473437,0.10033688859040468,0.09801465272903442
13,Margin,SetFit/20_newsgroups,436.09446047233024,0.2305888312556708,0.241376593708992
14,Margin,SetFit/20_newsgroups,469.2506868181656,0.29463823715702314,0.28500327467918396
15,Margin,SetFit/20_newsgroups,497.2178818411742,0.14524118644732759,0.1291273534297943
16,Margin,SetFit/20_newsgroups,555.7708720400391,0.29867456105977785,0.2795025408267975
17,Margin,SetFit/20_newsgroups,588.4235911101646,0.28803490518844205,0.280522882938385
18,Margin,SetFit/20_newsgroups,619.7101606147227,0.3830261823489546,0.3257818818092346
19,Margin,SetFit/20_newsgroups,659.6020538974009,0.33473730902966287,0.2666665017604828
20,Margin,SetFit/20_newsgroups,740.1561231787373,0.4542786189464717,0.3428753614425659
21,Margin,SetFit/20_newsgroups,760.7895057949593,0.485745338117893,0.3817727565765381
22,Margin,SetFit/20_newsgroups,806.3740901435932,0.4183456885799128,0.33158135414123535
23,Margin,SetFit/20_newsgroups,854.9834991953342,0.43936173240247156,0.30479955673217773
24,Margin,SetFit/20_newsgroups,893.6334298084136,0.4598628516326285,0.3286239504814148
25,Margin,SetFit/20_newsgroups,943.8467760362323,0.5374300018147787,0.3746127486228943
26,Margin,SetFit/20_newsgroups,981.4234042789903,0.42116963204339497,0.27725544571876526
27,Margin,SetFit/20_newsgroups,1070.1963276046047,0.4674004844608916,0.35655757784843445
28,Margin,SetFit/20_newsgroups,1154.8919078159156,0.4740118030782603,0.2892892360687256
29,Margin,SetFit/20_newsgroups,1194.8097609251176,0.4748587479897627,0.32846543192863464
30,Margin,SetFit/20_newsgroups,1276.1888767812582,0.49101935305715827,0.3066442608833313
31,Margin,SetFit/20_newsgroups,1333.2916872386827,0.5190606749948957,0.3264492154121399
32,Margin,SetFit/20_newsgroups,1382.8367311170932,0.5388675499699179,0.3467194139957428
33,Margin,SetFit/20_newsgroups,1407.561909726823,0.5680219931021475,0.3636529743671417
34,Margin,SetFit/20_newsgroups,1448.9196218709626,0.5213918457503904,0.3262040913105011
35,Margin,SetFit/20_newsgroups,1482.6602768482628,0.546276843005661,0.3425914943218231
36,Margin,SetFit/20_newsgroups,1522.6296496226978,0.5201063876327185,0.3003455400466919
37,Margin,SetFit/20_newsgroups,1598.8793950158224,0.48966011596854936,0.3432992696762085
38,Margin,SetFit/20_newsgroups,1671.642829698068,0.5407787579085752,0.28839054703712463
39,Margin,SetFit/20_newsgroups,1726.6215071542658,0.5428940716699604,0.305336058139801
0,CoreSet,SetFit/20_newsgroups,16.575270598448046,0.0,0.0
1,CoreSet,SetFit/20_newsgroups,23.358808565344123,0.02968348442486373,0.02494622766971588
2,CoreSet,SetFit/20_newsgroups,32.96254686631206,0.01714497773379515,0.009323220700025558
3,CoreSet,SetFit/20_newsgroups,47.74439792734597,0.004153354632587859,0.01249852403998375
4,CoreSet,SetFit/20_newsgroups,63.87306034622726,0.004901960784313725,0.00688542053103447
5,CoreSet,SetFit/20_newsgroups,109.80957813079696,0.012270036794112942,0.008448358625173569
6,CoreSet,SetFit/20_newsgroups,130.9094427091839,0.01711111111111111,0.011122066527605057
7,CoreSet,SetFit/20_newsgroups,145.75672833554492,0.0047619047619047615,0.004298128187656403
8,CoreSet,SetFit/20_newsgroups,169.45942525408918,0.03312042818911686,0.004428621381521225
9,CoreSet,SetFit/20_newsgroups,188.51502571626645,0.04327334398564741,0.059370044618844986
10,CoreSet,SetFit/20_newsgroups,203.0017973358954,0.02717344474836434,0.014781743288040161
11,CoreSet,SetFit/20_newsgroups,239.08744696741607,0.09067032369095966,0.10648855566978455
12,CoreSet,SetFit/20_newsgroups,261.5916858550979,0.01380952380952381,0.017465613782405853
13,CoreSet,SetFit/20_newsgroups,284.834374599885,0.07775856139492503,0.10372984409332275
14,CoreSet,SetFit/20_newsgroups,317.87649660530275,0.30514387832620987,0.2629498541355133
15,CoreSet,SetFit/20_newsgroups,349.6660501284352,0.2478668598938769,0.2314823418855667
16,CoreSet,SetFit/20_newsgroups,382.7501760904352,0.22982426807411035,0.1718357652425766
17,CoreSet,SetFit/20_newsgroups,410.0328208747229,0.3244751568549831,0.2742438018321991
18,CoreSet,SetFit/20_newsgroups,438.3386792974499,0.21523854492469724,0.18198643624782562
19,CoreSet,SetFit/20_newsgroups,462.38173841175245,0.2661326396732598,0.23713451623916626
20,CoreSet,SetFit/20_newsgroups,494.58881448998403,0.3668126356146689,0.2758358120918274
21,CoreSet,SetFit/20_newsgroups,529.2756349835558,0.34273420213206846,0.2918969392776489
22,CoreSet,SetFit/20_newsgroups,547.7378589854783,0.2865527441180026,0.24127909541130066
23,CoreSet,SetFit/20_newsgroups,577.6814146212341,0.36788529267058795,0.3294278383255005
24,CoreSet,SetFit/20_newsgroups,624.885647920348,0.36895232177497805,0.2435864359140396
25,CoreSet,SetFit/20_newsgroups,649.5182522342873,0.30652858118174237,0.22916093468666077
26,CoreSet,SetFit/20_newsgroups,680.6247588028722,0.360087406126082,0.2424376904964447
27,CoreSet,SetFit/20_newsgroups,722.8124086905557,0.45882477038862524,0.31437841057777405
28,CoreSet,SetFit/20_newsgroups,759.8629144656342,0.4420115632557783,0.30478155612945557
29,CoreSet,SetFit/20_newsgroups,798.9205197768914,0.42682956354041474,0.25232911109924316
30,CoreSet,SetFit/20_newsgroups,881.2832478389865,0.4570887359195325,0.315569132566452
31,CoreSet,SetFit/20_newsgroups,904.2009833231737,0.4517260241809858,0.26272574067115784
32,CoreSet,SetFit/20_newsgroups,933.9374108541904,0.5139768448516163,0.34016233682632446
33,CoreSet,SetFit/20_newsgroups,978.8957739072702,0.4470469673995693,0.2615993022918701
34,CoreSet,SetFit/20_newsgroups,1015.5204670978129,0.38794606592002956,0.2338956892490387
35,CoreSet,SetFit/20_newsgroups,1038.2417025389063,0.4398060410024488,0.22696883976459503
36,CoreSet,SetFit/20_newsgroups,1104.339162346289,0.4396981299901925,0.22472724318504333
37,CoreSet,SetFit/20_newsgroups,1182.115707938009,0.4938216590687462,0.298173189163208
38,CoreSet,SetFit/20_newsgroups,1217.8061873313818,0.5251491776853914,0.29550817608833313
39,CoreSet,SetFit/20_newsgroups,1280.1635264729857,0.001639344262295082,0.05456218123435974
0,BADGE,SetFit/20_newsgroups,14.287605562479008,0.0,0.0
1,BADGE,SetFit/20_newsgroups,42.52743316295655,0.007187563093074905,0.009563900530338287
2,BADGE,SetFit/20_newsgroups,59.2675905774781,0.005956112852664578,0.002297199796885252
3,BADGE,SetFit/20_newsgroups,70.78290742148495,0.005063291139240507,0.0020710304379463196
4,BADGE,SetFit/20_newsgroups,92.47089013848993,0.026904921593050364,0.025556441396474838
5,BADGE,SetFit/20_newsgroups,116.43684554124223,0.010120367437440608,0.004836194217205048
6,BADGE,SetFit/20_newsgroups,135.10717332298788,0.005362776025236593,0.0005618631839752197
7,BADGE,SetFit/20_newsgroups,159.64891617366268,0.057822762331964775,0.045383404940366745
8,BADGE,SetFit/20_newsgroups,182.7143043348612,0.010148011100832563,0.009608902037143707
9,BADGE,SetFit/20_newsgroups,200.70544729455835,0.014676616915422885,0.015850532799959183
10,BADGE,SetFit/20_newsgroups,218.3978900344566,0.08663784796704369,0.11307018250226974
11,BADGE,SetFit/20_newsgroups,248.23595001625395,0.12000036048949089,0.10903763771057129
12,BADGE,SetFit/20_newsgroups,272.14477400599844,0.06908186843220568,0.0904892161488533
13,BADGE,SetFit/20_newsgroups,307.6649272099033,0.37637459945866536,0.3338761627674103
14,BADGE,SetFit/20_newsgroups,342.3420270686626,0.2283124572883545,0.20695409178733826
15,BADGE,SetFit/20_newsgroups,379.85610245585036,0.2545382158497944,0.22994090616703033
16,BADGE,SetFit/20_newsgroups,407.59343744058594,0.13466903080038858,0.15581904351711273
17,BADGE,SetFit/20_newsgroups,444.5682448563017,0.37147557699611183,0.31396594643592834
18,BADGE,SetFit/20_newsgroups,471.809263010888,0.3818915165334378,0.33941781520843506
19,BADGE,SetFit/20_newsgroups,496.11807386373135,0.4451821744964328,0.33615612983703613
20,BADGE,SetFit/20_newsgroups,664.7123139629833,0.4652207506290213,0.3504202365875244
21,BADGE,SetFit/20_newsgroups,707.1010635101078,0.3853771376343288,0.2959202527999878
22,BADGE,SetFit/20_newsgroups,747.4697610853588,0.5081068667538655,0.3492022752761841
23,BADGE,SetFit/20_newsgroups,797.7717816112279,0.47181004414656014,0.3587251901626587
24,BADGE,SetFit/20_newsgroups,836.1208577550408,0.44827154160001975,0.325916588306427
25,BADGE,SetFit/20_newsgroups,916.6893581949855,0.4876895534527114,0.31937456130981445
26,BADGE,SetFit/20_newsgroups,951.888601821788,0.46262323958300994,0.32173797488212585
27,BADGE,SetFit/20_newsgroups,977.6529239016193,0.44119876645839745,0.26756757497787476
28,BADGE,SetFit/20_newsgroups,1029.401774705629,0.4063688662337895,0.20486140251159668
29,BADGE,SetFit/20_newsgroups,1098.6820981030498,0.4756414725160999,0.2678461968898773
30,BADGE,SetFit/20_newsgroups,1189.9048165882937,0.479262582972482,0.2509363889694214
31,BADGE,SetFit/20_newsgroups,1236.2005090962716,0.5569285195608259,0.3576655387878418
32,BADGE,SetFit/20_newsgroups,1297.145444033505,0.4563842099167864,0.22552162408828735
33,BADGE,SetFit/20_newsgroups,1369.5161567698706,0.487479040026893,0.24767716228961945
34,BADGE,SetFit/20_newsgroups,1482.162370092632,0.5276436708105029,0.2584943175315857
35,BADGE,SetFit/20_newsgroups,1718.856960113371,0.535278647444426,0.24362005293369293
36,BADGE,SetFit/20_newsgroups,1824.8579259435487,0.5336766240718955,0.2513402998447418
37,BADGE,SetFit/20_newsgroups,1943.853620517979,0.5378228063826992,0.2434353530406952
38,BADGE,SetFit/20_newsgroups,2047.5646921581204,0.5227317694419622,0.19953547418117523
39,BADGE,SetFit/20_newsgroups,2094.476161991918,0.5143959636136396,0.20993061363697052
0,CAL-Linear,SetFit/20_newsgroups,1.217059081918163,0.0,0.0
1,CAL-Linear,SetFit/20_newsgroups,2.673112469985689,0.0045016077170418,0.015634283423423767
2,CAL-Linear,SetFit/20_newsgroups,4.3320828246505085,0.00625,0.005685891956090927
3,CAL-Linear,SetFit/20_newsgroups,6.134321744630496,0.00445859872611465,0.011652480810880661
4,CAL-Linear,SetFit/20_newsgroups,8.157367542978061,0.004067796610169492,0.015679333359003067
5,CAL-Linear,SetFit/20_newsgroups,10.368490508018866,0.005063291139240507,0.001095656305551529
6,CAL-Linear,SetFit/20_newsgroups,12.713510873661285,0.0047619047619047615,0.0077361613512039185
7,CAL-Linear,SetFit/20_newsgroups,15.156645820059957,0.008934426229508196,0.011107686907052994
8,CAL-Linear,SetFit/20_newsgroups,17.762808815137884,0.004318936877076412,0.013023249804973602
9,CAL-Linear,SetFit/20_newsgroups,20.50797354177004,0.03498673378770791,0.0501493364572525
10,CAL-Linear,SetFit/20_newsgroups,23.48779531009534,0.0038461538461538464,0.01748768612742424
11,CAL-Linear,SetFit/20_newsgroups,26.620906702875246,0.019589552238805968,0.0300472192466259
12,CAL-Linear,SetFit/20_newsgroups,30.008170640480206,0.10639970092765343,0.11702478677034378
13,CAL-Linear,SetFit/20_newsgroups,33.46705321033593,0.06303627715861758,0.08537321537733078
14,CAL-Linear,SetFit/20_newsgroups,37.15662341912529,0.14369850913240034,0.15767326951026917
15,CAL-Linear,SetFit/20_newsgroups,41.02456675081627,0.062387470507771256,0.0440174899995327
16,CAL-Linear,SetFit/20_newsgroups,45.03268033021826,0.09804093070666905,0.06712454557418823
17,CAL-Linear,SetFit/20_newsgroups,49.21630970156638,0.19792857414112122,0.189179927110672
18,CAL-Linear,SetFit/20_newsgroups,53.57586028123215,0.1998015880386072,0.1640741527080536
19,CAL-Linear,SetFit/20_newsgroups,58.332361429400954,0.2067918601677614,0.17865948379039764
20,CAL-Linear,SetFit/20_newsgroups,63.25849170412877,0.16053813244283027,0.1382993757724762
21,CAL-Linear,SetFit/20_newsgroups,68.45425168554698,0.21863384693252366,0.21284595131874084
22,CAL-Linear,SetFit/20_newsgroups,73.86477268785076,0.12420779174999279,0.1070161908864975
23,CAL-Linear,SetFit/20_newsgroups,79.5085305472129,0.3255002869892788,0.2560485005378723
24,CAL-Linear,SetFit/20_newsgroups,85.33194811382349,0.2926102788301618,0.22195735573768616
25,CAL-Linear,SetFit/20_newsgroups,91.53362852139864,0.38571244619232237,0.2932356297969818
26,CAL-Linear,SetFit/20_newsgroups,97.88587368756303,0.37855110337773523,0.29850316047668457
27,CAL-Linear,SetFit/20_newsgroups,104.63933539248166,0.4398590719038962,0.34819096326828003
28,CAL-Linear,SetFit/20_newsgroups,111.67690277680583,0.36874089544959177,0.2646505832672119
29,CAL-Linear,SetFit/20_newsgroups,118.97291376234656,0.4238991119925875,0.3012655973434448
30,CAL-Linear,SetFit/20_newsgroups,126.52644047638512,0.38461164768611494,0.24393433332443237
31,CAL-Linear,SetFit/20_newsgroups,134.48481467678263,0.4453842259010276,0.3039071261882782
32,CAL-Linear,SetFit/20_newsgroups,142.70321660892847,0.4116974577588772,0.26056647300720215
33,CAL-Linear,SetFit/20_newsgroups,151.51386516158598,0.39787241851008176,0.2679285705089569
34,CAL-Linear,SetFit/20_newsgroups,160.59832113386287,0.4602523039849169,0.29344290494918823
35,CAL-Linear,SetFit/20_newsgroups,170.36225608022508,0.4121786836665057,0.26847824454307556
36,CAL-Linear,SetFit/20_newsgroups,180.16097483154076,0.4183765456307757,0.28428593277931213
37,CAL-Linear,SetFit/20_newsgroups,190.63196008587298,0.48433604294946503,0.31582194566726685
38,CAL-Linear,SetFit/20_newsgroups,201.75753215170303,0.48217912152871,0.27646103501319885
39,CAL-Linear,SetFit/20_newsgroups,213.21210872431368,0.5033249209747177,0.29726678133010864
0,CAL-Log,SetFit/20_newsgroups,1.221619497293577,0.0,0.0
1,CAL-Log,SetFit/20_newsgroups,2.674690118906046,0.0047619047619047615,0.013543281704187393
2,CAL-Log,SetFit/20_newsgroups,4.3286479697183005,0.010883262687593081,0.015116646885871887
3,CAL-Log,SetFit/20_newsgroups,6.165610014223144,0.009180041489245552,0.016753654927015305
4,CAL-Log,SetFit/20_newsgroups,8.194205154139393,0.004777070063694268,0.004165470600128174
5,CAL-Log,SetFit/20_newsgroups,10.397964534779796,0.011159512117852051,0.008365288376808167
6,CAL-Log,SetFit/20_newsgroups,12.721172879057837,0.01505008241409915,0.003749687224626541
7,CAL-Log,SetFit/20_newsgroups,15.134439945769312,0.005144694533762058,0.001782391220331192
8,CAL-Log,SetFit/20_newsgroups,17.7426564228495,0.025867293625914313,0.023171693086624146
9,CAL-Log,SetFit/20_newsgroups,20.637447870079967,0.01821679615242323,0.01382109522819519
10,CAL-Log,SetFit/20_newsgroups,23.641156239674572,0.016651396055359986,0.015784576535224915
11,CAL-Log,SetFit/20_newsgroups,26.80858029410212,0.016297307952241498,0.006019420921802521
12,CAL-Log,SetFit/20_newsgroups,30.126839579736817,0.0640572586163483,0.09540201723575592
